STATE CODE,DISTRICT CODE,INDIA/STATE/UT/DISTRICT,TRU,pop_per,pop_male,pop_female
23,24,Barwani,Urban,"203,873","104,337","99,536"
23,25,Rajgarh,Total,"1,546,541","791,038","755,503"
23,25,Rajgarh,Rural,"1,269,973","649,066","620,907"
23,25,Rajgarh,Urban,"276,568","141,972","134,596"
23,26,Vidisha,Total,"1,458,212","768,799","689,413"
23,26,Vidisha,Rural,"1,118,583","591,277","527,306"
23,26,Vidisha,Urban,"339,629","177,522","162,107"
23,27,Bhopal,Total,"2,368,145","1,239,378","1,128,767"
23,27,Bhopal,Rural,"453,806","237,717","216,089"
23,27,Bhopal,Urban,"1,914,339","1,001,661","912,678"
23,28,Sehore,Total,"1,311,008","683,703","627,305"
23,28,Sehore,Rural,"1,062,637","554,528","508,109"
23,28,Sehore,Urban,"248,371","129,175","119,196"
23,29,Raisen,Total,"1,331,699","701,114","630,585"
23,29,Raisen,Rural,"1,028,202","540,599","487,603"
23,29,Raisen,Urban,"303,497","160,515","142,982"
23,30,Betul,Total,"1,575,247","799,721","775,526"
23,30,Betul,Rural,"1,266,183","640,809","625,374"
23,30,Betul,Urban,"309,064","158,912","150,152"
23,31,Harda,Total,"570,302","295,208","275,094"
23,31,Harda,Rural,"450,936","233,616","217,320"
23,31,Harda,Urban,"119,366","61,592","57,774"
23,32,Hoshangabad,Total,"1,240,975","648,970","592,005"
23,32,Hoshangabad,Rural,"851,126","445,388","405,738"
23,32,Hoshangabad,Urban,"389,849","203,582","186,267"
23,33,Katni,Total,"1,291,684","663,064","628,620"
23,33,Katni,Rural,"1,028,149","526,100","502,049"
23,33,Katni,Urban,"263,535","136,964","126,571"
23,34,Jabalpur,Total,"2,460,714","1,278,448","1,182,266"
23,34,Jabalpur,Rural,"1,021,937","526,558","495,379"
23,34,Jabalpur,Urban,"1,438,777","751,890","686,887"
23,35,Narsimhapur,Total,"1,092,141","569,618","522,523"
23,35,Narsimhapur,Rural,"888,536","463,386","425,150"
23,35,Narsimhapur,Urban,"203,605","106,232","97,373"
23,36,Dindori,Total,"704,218","351,344","352,874"
23,36,Dindori,Rural,"671,890","334,816","337,074"
23,36,Dindori,Urban,"32,328","16,528","15,800"
23,37,Mandla,Total,"1,053,522","525,495","528,027"
23,37,Mandla,Rural,"923,309","459,392","463,917"
23,37,Mandla,Urban,"130,213","66,103","64,110"
23,38,Chhindwara,Total,"2,090,306","1,063,302","1,027,004"
23,38,Chhindwara,Rural,"1,585,177","805,319","779,858"
23,38,Chhindwara,Urban,"505,129","257,983","247,146"
23,39,Seoni,Total,"1,378,876","694,916","683,960"
23,39,Seoni,Rural,"1,215,000","611,435","603,565"
23,39,Seoni,Urban,"163,876","83,481","80,395"
23,40,Balaghat,Total,"1,701,156","841,794","859,362"
23,40,Balaghat,Rural,"1,456,435","719,358","737,077"
23,40,Balaghat,Urban,"244,721","122,436","122,285"
23,41,Guna,Total,"1,240,938","649,591","591,347"
23,41,Guna,Rural,"928,171","486,071","442,100"
23,41,Guna,Urban,"312,767","163,520","149,247"
23,42,Ashoknagar,Total,"844,979","444,651","400,328"
23,42,Ashoknagar,Rural,"691,233","364,078","327,155"
23,42,Ashoknagar,Urban,"153,746","80,573","73,173"
23,43,Shahdol,Total,"1,064,989","541,208","523,781"
23,43,Shahdol,Rural,"845,633","427,688","417,945"
23,43,Shahdol,Urban,"219,356","113,520","105,836"
23,44,Anuppur,Total,"749,521","379,496","370,025"
23,44,Anuppur,Rural,"544,229","272,451","271,778"
23,44,Anuppur,Urban,"205,292","107,045","98,247"
23,45,Sidhi,Total,"1,126,515","577,091","549,424"
23,45,Sidhi,Rural,"1,033,407","528,431","504,976"
23,45,Sidhi,Urban,"93,108","48,660","44,448"
23,46,Singrauli,Total,"1,178,132","614,885","563,247"
23,46,Singrauli,Rural,"951,304","494,152","457,152"
23,46,Singrauli,Urban,"226,828","120,733","106,095"
23,47,Jhabua,Total,"1,024,091","514,830","509,261"
23,47,Jhabua,Rural,"932,086","467,326","464,760"
23,47,Jhabua,Urban,"92,005","47,504","44,501"
23,48,Alirajpur,Total,"728,677","362,748","365,929"
23,48,Alirajpur,Rural,"671,596","333,739","337,857"
23,48,Alirajpur,Urban,"57,081","29,009","28,072"
23,49,East Nimar,Total,"1,309,443","673,491","635,952"
23,49,East Nimar,Rural,"1,050,067","540,408","509,659"
23,49,East Nimar,Urban,"259,376","133,083","126,293"
23,50,Burhanpur,Total,"756,993","388,040","368,953"
23,50,Burhanpur,Rural,"496,724","254,470","242,254"
23,50,Burhanpur,Urban,"260,269","133,570","126,699"
24,0,GUJARAT,Total,"60,383,628","31,482,282","28,901,346"
24,0,GUJARAT,Rural,"34,670,817","17,802,975","16,867,842"
24,0,GUJARAT,Urban,"25,712,811","13,679,307","12,033,504"
24,1,Kachchh,Total,"2,090,313","1,096,343","993,970"
24,1,Kachchh,Rural,"1,364,472","714,387","650,085"
24,1,Kachchh,Urban,"725,841","381,956","343,885"
24,2,Banas Kantha,Total,"3,116,045","1,609,148","1,506,897"
24,2,Banas Kantha,Rural,"2,702,668","1,393,278","1,309,390"
24,2,Banas Kantha,Urban,"413,377","215,870","197,507"
24,3,Patan,Total,"1,342,746","694,062","648,684"
24,3,Patan,Rural,"1,061,713","547,926","513,787"
24,3,Patan,Urban,"281,033","146,136","134,897"
24,4,Mahesana,Total,"2,027,727","1,053,337","974,390"
24,4,Mahesana,Rural,"1,513,656","783,612","730,044"
24,4,Mahesana,Urban,"514,071","269,725","244,346"
24,5,Sabar Kantha,Total,"2,427,346","1,244,491","1,182,855"
24,5,Sabar Kantha,Rural,"2,064,318","1,056,640","1,007,678"
24,5,Sabar Kantha,Urban,"363,028","187,851","175,177"
24,6,Gandhinagar,Total,"1,387,478","722,459","665,019"
24,6,Gandhinagar,Rural,"787,949","407,044","380,905"
24,6,Gandhinagar,Urban,"599,529","315,415","284,114"
24,7,Ahmadabad,Total,"7,208,200","3,787,050","3,421,150"
24,7,Ahmadabad,Rural,"1,149,436","595,094","554,342"
24,7,Ahmadabad,Urban,"6,058,764","3,191,956","2,866,808"
24,8,Surendranagar,Total,"1,755,873","910,266","845,607"
24,8,Surendranagar,Rural,"1,258,880","649,640","609,240"
24,8,Surendranagar,Urban,"496,993","260,626","236,367"
24,9,Rajkot,Total,"3,799,770","1,975,131","1,824,639"
24,9,Rajkot,Rural,"1,591,188","817,667","773,521"
24,9,Rajkot,Urban,"2,208,582","1,157,464","1,051,118"
24,10,Jamnagar,Total,"2,159,130","1,114,360","1,044,770"
24,10,Jamnagar,Rural,"1,188,485","609,898","578,587"
24,10,Jamnagar,Urban,"970,645","504,462","466,183"
24,11,Porbandar,Total,"586,062","300,967","285,095"
24,11,Porbandar,Rural,"300,236","153,616","146,620"
24,11,Porbandar,Urban,"285,826","147,351","138,475"
24,12,Junagadh,Total,"2,742,291","1,404,506","1,337,785"
24,12,Junagadh,Rural,"1,836,049","939,954","896,095"
24,12,Junagadh,Urban,"906,242","464,552","441,690"
24,13,Amreli,Total,"1,513,614","770,651","742,963"
24,13,Amreli,Rural,"1,127,808","572,526","555,282"
24,13,Amreli,Urban,"385,806","198,125","187,681"
24,14,Bhavnagar,Total,"2,877,961","1,490,465","1,387,496"
24,14,Bhavnagar,Rural,"1,697,808","869,714","828,094"
24,14,Bhavnagar,Urban,"1,180,153","620,751","559,402"
24,15,Anand,Total,"2,090,276","1,088,253","1,002,023"
24,15,Anand,Rural,"1,456,483","759,314","697,169"
24,15,Anand,Urban,"633,793","328,939","304,854"
24,16,Kheda,Total,"2,298,934","1,187,098","1,111,836"
24,16,Kheda,Rural,"1,775,716","916,604","859,112"
24,16,Kheda,Urban,"523,218","270,494","252,724"
24,17,Panch Mahals,Total,"2,388,267","1,227,805","1,160,462"
24,17,Panch Mahals,Rural,"2,053,832","1,054,325","999,507"
24,17,Panch Mahals,Urban,"334,435","173,480","160,955"
24,18,Dohad,Total,"2,126,558","1,070,843","1,055,715"
24,18,Dohad,Rural,"1,935,463","973,281","962,182"
24,18,Dohad,Urban,"191,095","97,562","93,533"
24,19,Vadodara,Total,"4,157,568","2,150,229","2,007,339"
24,19,Vadodara,Rural,"2,097,791","1,078,609","1,019,182"
24,19,Vadodara,Urban,"2,059,777","1,071,620","988,157"
24,20,Narmada,Total,"590,379","301,270","289,109"
24,20,Narmada,Rural,"528,765","269,709","259,056"
24,20,Narmada,Urban,"61,614","31,561","30,053"
24,21,Bharuch,Total,"1,550,822","805,945","744,877"
24,21,Bharuch,Rural,"1,022,413","527,984","494,429"
24,21,Bharuch,Urban,"528,409","277,961","250,448"
24,22,The Dangs,Total,"226,769","112,976","113,793"
24,22,The Dangs,Rural,"202,074","100,868","101,206"
24,22,The Dangs,Urban,"24,695","12,108","12,587"
24,23,Navsari,Total,"1,330,711","678,423","652,288"
24,23,Navsari,Rural,"921,599","465,048","456,551"
24,23,Navsari,Urban,"409,112","213,375","195,737"
24,24,Valsad,Total,"1,703,068","884,064","819,004"
24,24,Valsad,Rural,"1,068,993","541,364","527,629"
24,24,Valsad,Urban,"634,075","342,700","291,375"
24,25,Surat,Total,"6,079,231","3,399,742","2,679,489"
24,25,Surat,Rural,"1,235,509","642,827","592,682"
24,25,Surat,Urban,"4,843,722","2,756,915","2,086,807"
24,26,Tapi,Total,"806,489","402,398","404,091"
24,26,Tapi,Rural,"727,513","362,046","365,467"
24,26,Tapi,Urban,"78,976","40,352","38,624"
25,0,DAMAN & DIU,Total,"242,911","150,100","92,811"
25,0,DAMAN & DIU,Rural,"60,331","32,317","28,014"
25,0,DAMAN & DIU,Urban,"182,580","117,783","64,797"
25,1,Diu,Total,"52,056","25,639","26,417"
25,1,Diu,Rural,"28,080","14,020","14,060"
25,1,Diu,Urban,"23,976","11,619","12,357"
25,2,Daman,Total,"190,855","124,461","66,394"
25,2,Daman,Rural,"32,251","18,297","13,954"
25,2,Daman,Urban,"158,604","106,164","52,440"
26,0,DADRA & NAGAR HAVELI,Total,"342,853","193,178","149,675"
26,0,DADRA & NAGAR HAVELI,Rural,"183,024","98,250","84,774"
26,0,DADRA & NAGAR HAVELI,Urban,"159,829","94,928","64,901"
26,1,Dadra & Nagar Haveli,Total,"342,853","193,178","149,675"
26,1,Dadra & Nagar Haveli,Rural,"183,024","98,250","84,774"
26,1,Dadra & Nagar Haveli,Urban,"159,829","94,928","64,901"
27,0,MAHARASHTRA,Total,"112,372,972","58,361,397","54,011,575"
27,0,MAHARASHTRA,Rural,"61,545,441","31,593,580","29,951,861"
27,0,MAHARASHTRA,Urban,"50,827,531","26,767,817","24,059,714"
27,1,Nandurbar,Total,"1,646,177","834,866","811,311"
27,1,Nandurbar,Rural,"1,370,995","689,337","681,658"
27,1,Nandurbar,Urban,"275,182","145,529","129,653"
27,2,Dhule,Total,"2,048,781","1,055,669","993,112"
27,2,Dhule,Rural,"1,477,034","759,962","717,072"
27,2,Dhule,Urban,"571,747","295,707","276,040"
27,3,Jalgaon,Total,"4,224,442","2,197,835","2,026,607"
27,3,Jalgaon,Rural,"2,880,984","1,498,712","1,382,272"
27,3,Jalgaon,Urban,"1,343,458","699,123","644,335"
27,4,Buldana,Total,"2,588,039","1,342,152","1,245,887"
27,4,Buldana,Rural,"2,038,650","1,058,620","980,030"
27,4,Buldana,Urban,"549,389","283,532","265,857"
27,5,Akola,Total,"1,818,617","936,226","882,391"
27,5,Akola,Rural,"1,096,768","566,172","530,596"
27,5,Akola,Urban,"721,849","370,054","351,795"
27,6,Washim,Total,"1,196,714","621,228","575,486"
27,6,Washim,Rural,"985,058","512,379","472,679"
27,6,Washim,Urban,"211,656","108,849","102,807"
27,7,Amravati,Total,"2,887,826","1,482,845","1,404,981"
27,7,Amravati,Rural,"1,851,134","951,695","899,439"
27,7,Amravati,Urban,"1,036,692","531,150","505,542"
27,8,Wardha,Total,"1,296,157","665,925","630,232"
27,8,Wardha,Rural,"875,284","450,588","424,696"
27,8,Wardha,Urban,"420,873","215,337","205,536"
27,9,Nagpur,Total,"4,653,171","2,388,558","2,264,613"
27,9,Nagpur,Rural,"1,474,977","759,653","715,324"
27,9,Nagpur,Urban,"3,178,194","1,628,905","1,549,289"
27,10,Bhandara,Total,"1,198,810","604,371","594,439"
27,10,Bhandara,Rural,"965,053","486,423","478,630"
27,10,Bhandara,Urban,"233,757","117,948","115,809"
27,11,Gondiya,Total,"1,322,331","662,524","659,807"
27,11,Gondiya,Rural,"1,096,631","548,739","547,892"
27,11,Gondiya,Urban,"225,700","113,785","111,915"
27,12,Gadchiroli,Total,"1,071,795","542,813","528,982"
27,12,Gadchiroli,Rural,"953,858","482,740","471,118"
27,12,Gadchiroli,Urban,"117,937","60,073","57,864"
27,13,Chandrapur,Total,"2,194,262","1,120,316","1,073,946"
27,13,Chandrapur,Rural,"1,424,424","724,040","700,384"
27,13,Chandrapur,Urban,"769,838","396,276","373,562"
27,14,Yavatmal,Total,"2,775,457","1,425,593","1,349,864"
27,14,Yavatmal,Rural,"2,176,252","1,119,551","1,056,701"
27,14,Yavatmal,Urban,"599,205","306,042","293,163"
27,15,Nanded,Total,"3,356,566","1,732,567","1,623,999"
27,15,Nanded,Rural,"2,442,734","1,259,335","1,183,399"
27,15,Nanded,Urban,"913,832","473,232","440,600"
27,16,Hingoli,Total,"1,178,973","609,386","569,587"
27,16,Hingoli,Rural,"1,000,102","517,145","482,957"
27,16,Hingoli,Urban,"178,871","92,241","86,630"
27,17,Parbhani,Total,"1,835,982","946,185","889,797"
27,17,Parbhani,Rural,"1,266,112","653,347","612,765"
27,17,Parbhani,Urban,"569,870","292,838","277,032"
27,18,Jalna,Total,"1,958,483","1,015,116","943,367"
27,18,Jalna,Rural,"1,581,251","819,934","761,317"
27,18,Jalna,Urban,"377,232","195,182","182,050"
27,19,Aurangabad,Total,"3,695,928","1,928,156","1,767,772"
27,19,Aurangabad,Rural,"2,079,327","1,083,408","995,919"
27,19,Aurangabad,Urban,"1,616,601","844,748","771,853"
27,20,Nashik,Total,"6,109,052","3,164,261","2,944,791"
27,20,Nashik,Rural,"3,510,885","1,807,906","1,702,979"
27,20,Nashik,Urban,"2,598,167","1,356,355","1,241,812"
27,21,Thane,Total,"11,054,131","5,879,387","5,174,744"
27,21,Thane,Rural,"2,551,037","1,305,429","1,245,608"
27,21,Thane,Urban,"8,503,094","4,573,958","3,929,136"
27,22,Mumbai Suburban,Total,"9,332,481","5,025,165","4,307,316"
27,22,Mumbai Suburban,Rural,,0,
27,22,Mumbai Suburban,Urban,"9,332,481","5,025,165","4,307,316"
27,23,Mumbai,Total,"3,145,966","1,711,650","1,434,316"
27,23,Mumbai,Rural,,0,
27,23,Mumbai,Urban,"3,145,966","1,711,650","1,434,316"
27,24,Raigarh,Total,"2,635,394","1,348,089","1,287,305"
27,24,Raigarh,Rural,"1,662,585","837,593","824,992"
27,24,Raigarh,Urban,"972,809","510,496","462,313"
27,25,Pune,Total,"9,426,959","4,936,362","4,490,597"
27,25,Pune,Rural,"3,687,243","1,913,777","1,773,466"
27,25,Pune,Urban,"5,739,716","3,022,585","2,717,131"
27,26,Ahmadnagar,Total,"4,543,083","2,348,802","2,194,281"
27,26,Ahmadnagar,Rural,"3,630,012","1,877,105","1,752,907"
27,26,Ahmadnagar,Urban,"913,071","471,697","441,374"
27,27,Bid,Total,"2,585,962","1,352,468","1,233,494"
27,27,Bid,Rural,"2,071,277","1,085,245","986,032"
27,27,Bid,Urban,"514,685","267,223","247,462"
27,28,Latur,Total,"2,455,543","1,276,262","1,179,281"
27,28,Latur,Rural,"1,830,085","951,687","878,398"
27,28,Latur,Urban,"625,458","324,575","300,883"
27,29,Osmanabad,Total,"1,660,311","864,674","795,637"
27,29,Osmanabad,Rural,"1,378,713","718,804","659,909"
27,29,Osmanabad,Urban,"281,598","145,870","135,728"
27,30,Solapur,Total,"4,315,527","2,233,778","2,081,749"
27,30,Solapur,Rural,"2,917,088","1,522,647","1,394,441"
27,30,Solapur,Urban,"1,398,439","711,131","687,308"
27,31,Satara,Total,"3,003,922","1,512,524","1,491,398"
27,31,Satara,Rural,"2,433,694","1,220,901","1,212,793"
27,31,Satara,Urban,"570,228","291,623","278,605"
27,32,Ratnagiri,Total,"1,612,672","759,703","852,969"
27,32,Ratnagiri,Rural,"1,349,062","628,760","720,302"
27,32,Ratnagiri,Urban,"263,610","130,943","132,667"
27,33,Sindhudurg,Total,"848,868","416,695","432,173"
27,33,Sindhudurg,Rural,"741,870","362,681","379,189"
27,33,Sindhudurg,Urban,"106,998","54,014","52,984"
27,34,Kolhapur,Total,"3,874,015","1,983,274","1,890,741"
27,34,Kolhapur,Rural,"2,644,119","1,349,832","1,294,287"
27,34,Kolhapur,Urban,"1,229,896","633,442","596,454"
27,35,Sangli,Total,"2,820,575","1,435,972","1,384,603"
27,35,Sangli,Rural,"2,101,143","1,069,433","1,031,710"
27,35,Sangli,Urban,"719,432","366,539","352,893"
28,0,ANDHRA PRADESH,Total,"84,665,533","42,509,881","42,155,652"
28,0,ANDHRA PRADESH,Rural,"56,311,788","28,219,760","28,092,028"
28,0,ANDHRA PRADESH,Urban,"28,353,745","14,290,121","14,063,624"
28,1,Adilabad,Total,"2,737,738","1,366,964","1,370,774"
28,1,Adilabad,Rural,"1,979,912","983,653","996,259"
28,1,Adilabad,Urban,"757,826","383,311","374,515"
28,2,Nizamabad,Total,"2,552,073","1,252,191","1,299,882"
28,2,Nizamabad,Rural,"1,964,273","959,801","1,004,472"
28,2,Nizamabad,Urban,"587,800","292,390","295,410"
28,3,Karimnagar,Total,"3,811,738","1,897,068","1,914,670"
28,3,Karimnagar,Rural,"2,817,507","1,396,595","1,420,912"
28,3,Karimnagar,Urban,"994,231","500,473","493,758"
28,4,Medak,Total,"3,031,877","1,524,187","1,507,690"
28,4,Medak,Rural,"2,303,756","1,153,476","1,150,280"
28,4,Medak,Urban,"728,121","370,711","357,410"
28,5,Hyderabad,Total,"4,010,238","2,064,359","1,945,879"
28,5,Hyderabad,Rural,0,0,0
28,5,Hyderabad,Urban,"4,010,238","2,064,359","1,945,879"
28,6,Rangareddy,Total,"5,296,396","2,708,694","2,587,702"
28,6,Rangareddy,Rural,"1,572,032","798,623","773,409"
28,6,Rangareddy,Urban,"3,724,364","1,910,071","1,814,293"
28,7,Mahbubnagar,Total,"4,042,191","2,046,247","1,995,944"
28,7,Mahbubnagar,Rural,"3,435,768","1,738,901","1,696,867"
28,7,Mahbubnagar,Urban,"606,423","307,346","299,077"
28,8,Nalgonda,Total,"3,483,648","1,758,061","1,725,587"
28,8,Nalgonda,Rural,"2,821,905","1,426,255","1,395,650"
28,8,Nalgonda,Urban,"661,743","331,806","329,937"
28,9,Warangal,Total,"3,522,644","1,766,257","1,756,387"
28,9,Warangal,Rural,"2,524,498","1,264,803","1,259,695"
28,9,Warangal,Urban,"998,146","501,454","496,692"
28,10,Khammam,Total,"2,798,214","1,391,936","1,406,278"
28,10,Khammam,Rural,"2,142,540","1,067,566","1,074,974"
28,10,Khammam,Urban,"655,674","324,370","331,304"
28,11,Srikakulam,Total,"2,699,471","1,340,430","1,359,041"
28,11,Srikakulam,Rural,"2,263,124","1,125,738","1,137,386"
28,11,Srikakulam,Urban,"436,347","214,692","221,655"
28,12,Vizianagaram,Total,"2,342,868","1,161,913","1,180,955"
28,12,Vizianagaram,Rural,"1,852,446","921,155","931,291"
28,12,Vizianagaram,Urban,"490,422","240,758","249,664"
28,13,Visakhapatnam,Total,"4,288,113","2,140,872","2,147,241"
28,13,Visakhapatnam,Rural,"2,250,655","1,113,637","1,137,018"
28,13,Visakhapatnam,Urban,"2,037,458","1,027,235","1,010,223"
28,14,East Godavari,Total,"5,151,549","2,569,419","2,582,130"
28,14,East Godavari,Rural,"3,836,952","1,920,872","1,916,080"
28,14,East Godavari,Urban,"1,314,597","648,547","666,050"
28,15,West Godavari,Total,"3,934,782","1,963,184","1,971,598"
28,15,West Godavari,Rural,"3,126,191","1,565,446","1,560,745"
28,15,West Godavari,Urban,"808,591","397,738","410,853"
28,16,Krishna,Total,"4,529,009","2,268,312","2,260,697"
28,16,Krishna,Rural,"2,671,718","1,337,414","1,334,304"
28,16,Krishna,Urban,"1,857,291","930,898","926,393"
28,17,Guntur,Total,"4,889,230","2,441,128","2,448,102"
28,17,Guntur,Rural,"3,232,485","1,620,120","1,612,365"
28,17,Guntur,Urban,"1,656,745","821,008","835,737"
28,18,Prakasam,Total,"3,392,764","1,712,735","1,680,029"
28,18,Prakasam,Rural,"2,730,648","1,381,772","1,348,876"
28,18,Prakasam,Urban,"662,116","330,963","331,153"
28,19,Sri Potti Sriramulu Nellore,Total,"2,966,082","1,493,254","1,472,828"
28,19,Sri Potti Sriramulu Nellore,Rural,"2,103,773","1,059,330","1,044,443"
28,19,Sri Potti Sriramulu Nellore,Urban,"862,309","433,924","428,385"
28,20,Y.S.R.,Total,"2,884,524","1,454,136","1,430,388"
28,20,Y.S.R.,Rural,"1,900,788","959,697","941,091"
28,20,Y.S.R.,Urban,"983,736","494,439","489,297"
28,21,Kurnool,Total,"4,046,601","2,040,101","2,006,500"
28,21,Kurnool,Rural,"2,902,877","1,466,622","1,436,255"
28,21,Kurnool,Urban,"1,143,724","573,479","570,245"
28,22,Anantapur,Total,"4,083,315","2,064,928","2,018,387"
28,22,Anantapur,Rural,"2,936,359","1,489,021","1,447,338"
28,22,Anantapur,Urban,"1,146,956","575,907","571,049"
28,23,Chittoor,Total,"4,170,468","2,083,505","2,086,963"
28,23,Chittoor,Rural,"2,941,581","1,469,263","1,472,318"
28,23,Chittoor,Urban,"1,228,887","614,242","614,645"
29,0,KARNATAKA,Total,"61,130,704","31,057,742","30,072,962"
29,0,KARNATAKA,Rural,"37,552,529","19,010,998","18,541,531"
29,0,KARNATAKA,Urban,"23,578,175","12,046,744","11,531,431"
29,1,Belgaum,Total,"4,778,439","2,427,104","2,351,335"
29,1,Belgaum,Rural,"3,567,739","1,813,926","1,753,813"
29,1,Belgaum,Urban,"1,210,700","613,178","597,522"
29,2,Bagalkot,Total,"1,890,826","952,902","937,924"
29,2,Bagalkot,Rural,"1,292,036","651,581","640,455"
29,2,Bagalkot,Urban,"598,790","301,321","297,469"
29,3,Bijapur,Total,"2,175,102","1,112,953","1,062,149"
29,3,Bijapur,Rural,"1,674,311","859,254","815,057"
29,3,Bijapur,Urban,"500,791","253,699","247,092"
29,4,Bidar,Total,"1,700,018","870,850","829,168"
29,4,Bidar,Rural,"1,276,647","652,453","624,194"
29,4,Bidar,Urban,"423,371","218,397","204,974"
29,5,Raichur,Total,"1,924,773","966,493","958,280"
29,5,Raichur,Rural,"1,437,359","720,068","717,291"
29,5,Raichur,Urban,"487,414","246,425","240,989"
29,6,Koppal ,Total,"1,391,292","701,479","689,813"
29,6,Koppal ,Rural,"1,157,659","584,260","573,399"
29,6,Koppal ,Urban,"233,633","117,219","116,414"
29,7,Gadag,Total,"1,065,235","538,477","526,758"
29,7,Gadag,Rural,"685,450","348,298","337,152"
29,7,Gadag,Urban,"379,785","190,179","189,606"
29,8,Dharwad,Total,"1,846,993","939,127","907,866"
29,8,Dharwad,Rural,"797,430","409,828","387,602"
29,8,Dharwad,Urban,"1,049,563","529,299","520,264"
29,9,Uttara Kannada,Total,"1,436,847","727,424","709,423"
29,9,Uttara Kannada,Rural,"1,018,216","515,867","502,349"
29,9,Uttara Kannada,Urban,"418,631","211,557","207,074"
29,10,Haveri,Total,"1,598,506","819,295","779,211"
29,10,Haveri,Rural,"1,242,442","638,485","603,957"
29,10,Haveri,Urban,"356,064","180,810","175,254"
29,11,Bellary,Total,"2,532,383","1,280,402","1,251,981"
29,11,Bellary,Rural,"1,613,038","817,014","796,024"
29,11,Bellary,Urban,"919,345","463,388","455,957"
29,12,Chitradurga,Total,"1,660,378","843,411","816,967"
29,12,Chitradurga,Rural,"1,332,012","678,352","653,660"
29,12,Chitradurga,Urban,"328,366","165,059","163,307"
29,13,Davanagere ,Total,"1,946,905","989,602","957,303"
29,13,Davanagere ,Rural,"1,317,816","670,545","647,271"
29,13,Davanagere ,Urban,"629,089","319,057","310,032"
29,14,Shimoga,Total,"1,755,512","879,817","875,695"
29,14,Shimoga,Rural,"1,132,286","568,041","564,245"
29,14,Shimoga,Urban,"623,226","311,776","311,450"
29,15,Udupi,Total,"1,177,908","562,896","615,012"
29,15,Udupi,Rural,"843,829","399,458","444,371"
29,15,Udupi,Urban,"334,079","163,438","170,641"
29,16,Chikmagalur,Total,"1,137,753","567,483","570,270"
29,16,Chikmagalur,Rural,"898,079","448,099","449,980"
29,16,Chikmagalur,Urban,"239,674","119,384","120,290"
29,17,Tumkur,Total,"2,681,449","1,354,770","1,326,679"
29,17,Tumkur,Rural,"2,078,665","1,050,056","1,028,609"
29,17,Tumkur,Urban,"602,784","304,714","298,070"
29,18,Bangalore,Total,"9,588,910","5,025,498","4,563,412"
29,18,Bangalore,Rural,"868,971","464,122","404,849"
29,18,Bangalore,Urban,"8,719,939","4,561,376","4,158,563"
29,19,Mandya,Total,"1,808,680","909,441","899,239"
29,19,Mandya,Rural,"1,499,831","755,235","744,596"
29,19,Mandya,Urban,"308,849","154,206","154,643"
29,20,Hassan,Total,"1,776,221","885,807","890,414"
29,20,Hassan,Rural,"1,399,214","697,310","701,904"
29,20,Hassan,Urban,"377,007","188,497","188,510"
29,21,Dakshina Kannada,Total,"2,083,625","1,032,577","1,051,048"
29,21,Dakshina Kannada,Rural,"1,091,888","541,065","550,823"
29,21,Dakshina Kannada,Urban,"991,737","491,512","500,225"
29,22,Kodagu,Total,"554,762","274,725","280,037"
29,22,Kodagu,Rural,"473,659","234,262","239,397"
29,22,Kodagu,Urban,"81,103","40,463","40,640"
29,23,Mysore,Total,"2,994,744","1,511,206","1,483,538"
29,23,Mysore,Rural,"1,756,412","890,307","866,105"
29,23,Mysore,Urban,"1,238,332","620,899","617,433"
29,24,Chamarajanagar,Total,"1,020,962","513,359","507,603"
29,24,Chamarajanagar,Rural,"845,669","425,680","419,989"
29,24,Chamarajanagar,Urban,"175,293","87,679","87,614"
29,25,Gulbarga,Total,"2,564,892","1,307,061","1,257,831"
29,25,Gulbarga,Rural,"1,732,298","882,029","850,269"
29,25,Gulbarga,Urban,"832,594","425,032","407,562"
29,26,Yadgir,Total,"1,172,985","591,104","581,881"
29,26,Yadgir,Rural,"952,482","479,834","472,648"
29,26,Yadgir,Urban,"220,503","111,270","109,233"
29,27,Kolar,Total,"1,540,231","779,401","760,830"
29,27,Kolar,Rural,"1,056,953","536,486","520,467"
29,27,Kolar,Urban,"483,278","242,915","240,363"
29,28,Chikkballapura,Total,"1,254,377","637,504","616,873"
29,28,Chikkballapura,Rural,"975,188","496,413","478,775"
29,28,Chikkballapura,Urban,"279,189","141,091","138,098"
29,29,Bangalore Rural,Total,"987,257","507,514","479,743"
29,29,Bangalore Rural,Rural,"719,564","370,039","349,525"
29,29,Bangalore Rural,Urban,"267,693","137,475","130,218"
29,30,Ramanagara,Total,"1,082,739","548,060","534,679"
29,30,Ramanagara,Rural,"815,386","412,631","402,755"
29,30,Ramanagara,Urban,"267,353","135,429","131,924"
30,0,GOA,Total,"1,457,723","740,711","717,012"
30,0,GOA,Rural,"551,414","276,121","275,293"
30,0,GOA,Urban,"906,309","464,590","441,719"
30,1,North Goa,Total,"817,761","417,536","400,225"
30,1,North Goa,Rural,"325,041","164,397","160,644"
30,1,North Goa,Urban,"492,720","253,139","239,581"
30,2,South Goa,Total,"639,962","323,175","316,787"
30,2,South Goa,Rural,"226,373","111,724","114,649"
30,2,South Goa,Urban,"413,589","211,451","202,138"
31,0,LAKSHADWEEP,Total,"64,429","33,106","31,323"
31,0,LAKSHADWEEP,Rural,"14,121","7,228","6,893"
